id,date,state_name,state_code,region,wind_energy,solar_energy,other_renewable_energy,total_renewable_energy
0,28-05-2020,All India,99,None,323.73,131.64,40.7,496.07
1,28-05-2020,Andhra Pradesh,28,Southern Region,29.95,9.23,0,39.18
2,28-05-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
3,28-05-2020,Assam,18,North-Eastern Region,0,0,0,0
4,28-05-2020,Bihar,10,Eastern Region,0,0,0.59,0.59
5,28-05-2020,Chandigarh,4,Northern Region,0,0,0,0
6,28-05-2020,Chhattisgarh,22,Western Region,0,0.2,0,0.2
7,28-05-2020,Delhi,7,Northern Region,0,0,0.62,0.62
8,28-05-2020,Goa,30,Western Region,0,0,0,0
9,28-05-2020,Gujarat,24,Western Region,94.7,11.1,0.3,106.1
10,28-05-2020,Haryana,6,Northern Region,0,0.14,0.42,0.56
11,28-05-2020,Himachal Pradesh,2,Northern Region,0,0,10.43,10.43
12,28-05-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
13,28-05-2020,Jharkhand,20,Eastern Region,0,0,0,0
14,28-05-2020,Karnataka,29,Southern Region,27.87,28.96,5.87,62.7
15,28-05-2020,Kerala,32,Southern Region,0.54,0.39,0,0.93
16,28-05-2020,Madhya Pradesh,23,Western Region,37.8,8.8,0.2,46.8
17,28-05-2020,Maharashtra,27,Western Region,41.9,8.3,0,50.2
18,28-05-2020,Manipur,14,North-Eastern Region,0,0,0,0
19,28-05-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
20,28-05-2020,Mizoram,15,North-Eastern Region,0,0,0,0
21,28-05-2020,Nagaland,13,North-Eastern Region,0,0,0,0
22,28-05-2020,Odisha,21,Eastern Region,0,0,1.39,1.39
23,28-05-2020,Puducherry,34,Southern Region,0,0,0,0
24,28-05-2020,Punjab,3,Northern Region,0,3.41,3.32,6.73
25,28-05-2020,Rajasthan,8,Northern Region,55.63,17.75,4.82,78.2
26,28-05-2020,Sikkim,11,Eastern Region,0,0,0,0
27,28-05-2020,Tamil Nadu,33,Southern Region,34.65,14.93,0,49.58
28,28-05-2020,Telangana,36,Southern Region,0.69,22.29,0,22.98
29,28-05-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
30,28-05-2020,Tripura,16,North-Eastern Region,0,0,0,0
31,28-05-2020,Uttar Pradesh,9,Northern Region,0,5.4,9.6,15
32,28-05-2020,Uttarakhand,5,Northern Region,0,0.74,0.26,1
33,28-05-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
34,29-05-2020,All India,99,None,296.78,128.75,23.41,448.94
35,29-05-2020,Andhra Pradesh,28,Southern Region,32.23,9.83,0,42.06
36,29-05-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
37,29-05-2020,Assam,18,North-Eastern Region,0,0,0,0
38,29-05-2020,Bihar,10,Eastern Region,0,0,0.62,0.62
39,29-05-2020,Chandigarh,4,Northern Region,0,0,0,0
40,29-05-2020,Chhattisgarh,22,Western Region,0,1,0,1
41,29-05-2020,Delhi,7,Northern Region,0,0,0,0
42,29-05-2020,Goa,30,Western Region,0,0,0,0
43,29-05-2020,Gujarat,24,Western Region,88.3,10.7,0.2,99.2
44,29-05-2020,Haryana,6,Northern Region,0,0.12,0,0.12
45,29-05-2020,Himachal Pradesh,2,Northern Region,0,0,9.77,9.77
46,29-05-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
47,29-05-2020,Jharkhand,20,Eastern Region,0,0,0,0
48,29-05-2020,Karnataka,29,Southern Region,27.13,31.4,3.48,62.01
49,29-05-2020,Kerala,32,Southern Region,0.35,0.35,0,0.7
50,29-05-2020,Madhya Pradesh,23,Western Region,30.6,8.5,0.2,39.3
51,29-05-2020,Maharashtra,27,Western Region,36.8,8,0,44.8
52,29-05-2020,Manipur,14,North-Eastern Region,0,0,0,0
53,29-05-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
54,29-05-2020,Mizoram,15,North-Eastern Region,0,0,0,0
55,29-05-2020,Nagaland,13,North-Eastern Region,0,0,0,0
56,29-05-2020,Odisha,21,Eastern Region,0,0,1.37,1.37
57,29-05-2020,Puducherry,34,Southern Region,0,0,0,0
58,29-05-2020,Punjab,3,Northern Region,0,2.53,3.32,5.85
59,29-05-2020,Rajasthan,8,Northern Region,55.33,18.15,0.94,74.42
60,29-05-2020,Sikkim,11,Eastern Region,0,0,0,0
61,29-05-2020,Tamil Nadu,33,Southern Region,25.4,11.49,0,36.89
62,29-05-2020,Telangana,36,Southern Region,0.64,21.03,0,21.67
63,29-05-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
64,29-05-2020,Tripura,16,North-Eastern Region,0,0,0,0
65,29-05-2020,Uttar Pradesh,9,Northern Region,0,5.2,0.37,5.57
66,29-05-2020,Uttarakhand,5,Northern Region,0,0.45,0.26,0.71
67,29-05-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
68,30-05-2020,All India,99,None,189.76,117.63,24.18,331.57
69,30-05-2020,Andhra Pradesh,28,Southern Region,17.53,7.85,0,25.38
70,30-05-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
71,30-05-2020,Assam,18,North-Eastern Region,0,0,0,0
72,30-05-2020,Bihar,10,Eastern Region,0,0,0.86,0.86
73,30-05-2020,Chandigarh,4,Northern Region,0,0,0,0
74,30-05-2020,Chhattisgarh,22,Western Region,0,0.1,0,0.1
75,30-05-2020,Delhi,7,Northern Region,0,0,1.04,1.04
76,30-05-2020,Goa,30,Western Region,0,0,0,0
77,30-05-2020,Gujarat,24,Western Region,65.5,10.5,0.3,76.3
78,30-05-2020,Haryana,6,Northern Region,0,0.16,0.44,0.6
79,30-05-2020,Himachal Pradesh,2,Northern Region,0,0.06,10,10.06
80,30-05-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
81,30-05-2020,Jharkhand,20,Eastern Region,0,0,0,0
82,30-05-2020,Karnataka,29,Southern Region,14.1,24.62,2.85,41.57
83,30-05-2020,Kerala,32,Southern Region,0.29,0.38,0,0.67
84,30-05-2020,Madhya Pradesh,23,Western Region,24.8,8.4,0.1,33.3
85,30-05-2020,Maharashtra,27,Western Region,21,7.5,0,28.5
86,30-05-2020,Manipur,14,North-Eastern Region,0,0,0,0
87,30-05-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
88,30-05-2020,Mizoram,15,North-Eastern Region,0,0,0,0
89,30-05-2020,Nagaland,13,North-Eastern Region,0,0,0,0
90,30-05-2020,Odisha,21,Eastern Region,0,0,1.37,1.37
91,30-05-2020,Puducherry,34,Southern Region,0,0,0,0
92,30-05-2020,Punjab,3,Northern Region,0,2.57,3.32,5.89
93,30-05-2020,Rajasthan,8,Northern Region,22.33,16.21,0.76,39.3
94,30-05-2020,Sikkim,11,Eastern Region,0,0,0,0
95,30-05-2020,Tamil Nadu,33,Southern Region,23.55,17.09,0,40.64
96,30-05-2020,Telangana,36,Southern Region,0.66,16.97,0,17.63
97,30-05-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
98,30-05-2020,Tripura,16,North-Eastern Region,0,0,0,0
99,30-05-2020,Uttar Pradesh,9,Northern Region,0,4.9,0,4.9
100,30-05-2020,Uttarakhand,5,Northern Region,0,0.32,0.26,0.58
101,30-05-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
102,01-06-2020,Andhra Pradesh,28,Southern Region,5.58,8.69,0,14.27
103,01-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
104,01-06-2020,Assam,18,North-Eastern Region,0,0,0,0
105,01-06-2020,Bihar,10,Eastern Region,0,0,0.56,0.56
106,01-06-2020,Chandigarh,4,Northern Region,0,0,0,0
107,01-06-2020,Chhattisgarh,22,Western Region,0,0,0,0
108,01-06-2020,Delhi,7,Northern Region,0,0,0.79,0.79
109,01-06-2020,Goa,30,Western Region,0,0,0,0
110,01-06-2020,Gujarat,24,Western Region,17.2,10,0.3,27.5
111,01-06-2020,Haryana,6,Northern Region,0,0.18,0.63,0.81
112,01-06-2020,Himachal Pradesh,2,Northern Region,0,0,11.65,11.65
113,01-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
114,01-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
115,01-06-2020,Karnataka,29,Southern Region,8.93,22.31,3.21,34.45
116,01-06-2020,Kerala,32,Southern Region,0.47,0.22,0,0.69
117,01-06-2020,Madhya Pradesh,23,Western Region,9.5,5.8,0.1,15.4
118,01-06-2020,Maharashtra,27,Western Region,21.6,4.4,0,26
119,01-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
120,01-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
121,01-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
122,01-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
123,01-06-2020,Odisha,21,Eastern Region,0,0,1.37,1.37
124,01-06-2020,Puducherry,34,Southern Region,0,0,0,0
125,01-06-2020,Punjab,3,Northern Region,0,3.6,3.32,6.92
126,01-06-2020,Rajasthan,8,Northern Region,18.94,18.18,4.26,41.38
127,01-06-2020,Sikkim,11,Eastern Region,0,0,0,0
128,01-06-2020,Tamil Nadu,33,Southern Region,35.65,17.17,0,52.82
129,01-06-2020,Telangana,36,Southern Region,0.34,17.43,0,17.77
130,01-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
131,01-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
132,01-06-2020,Uttar Pradesh,9,Northern Region,0,0,4.8,4.8
133,01-06-2020,Uttarakhand,5,Northern Region,0,0.81,0.11,0.92
134,01-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
135,02-06-2020,Andhra Pradesh,28,Southern Region,13.14,11.4,0,24.54
136,02-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
137,02-06-2020,Assam,18,North-Eastern Region,0,0,0,0
138,02-06-2020,Bihar,10,Eastern Region,0,0,0.52,0.52
139,02-06-2020,Chandigarh,4,Northern Region,0,0,0,0
140,02-06-2020,Chhattisgarh,22,Western Region,0,0,0,0
141,02-06-2020,Delhi,7,Northern Region,0,0,0.89,0.89
142,02-06-2020,Goa,30,Western Region,0,0,0,0
143,02-06-2020,Gujarat,24,Western Region,17.2,10,0.3,27.5
144,02-06-2020,Haryana,6,Northern Region,0,0.16,0.55,0.71
145,02-06-2020,Himachal Pradesh,2,Northern Region,0,0.07,12.05,12.12
146,02-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
147,02-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
148,02-06-2020,Karnataka,29,Southern Region,22.81,24.49,2.9,50.2
149,02-06-2020,Kerala,32,Southern Region,0.41,0.21,0,0.62
150,02-06-2020,Madhya Pradesh,23,Western Region,9.5,5.8,0.1,15.4
151,02-06-2020,Maharashtra,27,Western Region,21.6,4.4,0,26
152,02-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
153,02-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
154,02-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
155,02-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
156,02-06-2020,Odisha,21,Eastern Region,0,0,1.38,1.38
157,02-06-2020,Puducherry,34,Southern Region,0,0,0,0
158,02-06-2020,Punjab,3,Northern Region,0,2.98,3.32,6.3
159,02-06-2020,Rajasthan,8,Northern Region,19.95,18.68,4.09,42.72
160,02-06-2020,Sikkim,11,Eastern Region,0,0,0,0
161,02-06-2020,Tamil Nadu,33,Southern Region,40.36,18.43,0,58.79
162,02-06-2020,Telangana,36,Southern Region,0.33,18.87,0,19.2
163,02-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
164,02-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
165,02-06-2020,Uttar Pradesh,9,Northern Region,0,4.37,4.8,9.17
166,02-06-2020,Uttarakhand,5,Northern Region,0,0.81,0.15,0.96
167,02-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
168,03-06-2020,Andhra Pradesh,28,Southern Region,25.64,6.88,0,32.52
169,03-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
170,03-06-2020,Assam,18,North-Eastern Region,0,0,0,0
171,03-06-2020,Bihar,10,Eastern Region,0,0,0.44,0.44
172,03-06-2020,Chandigarh,4,Northern Region,0,0,0,0
173,03-06-2020,Chhattisgarh,22,Western Region,0,0.1,0,0.1
174,03-06-2020,Delhi,7,Northern Region,0,0,0,0
175,03-06-2020,Goa,30,Western Region,0,0,0,0
176,03-06-2020,Gujarat,24,Western Region,16,9.7,0.3,26
177,03-06-2020,Haryana,6,Northern Region,0,0.15,0.62,0.77
178,03-06-2020,Himachal Pradesh,2,Northern Region,0,0.09,11.55,11.64
179,03-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
180,03-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
181,03-06-2020,Karnataka,29,Southern Region,22.81,24.49,2.9,50.2
182,03-06-2020,Kerala,32,Southern Region,0.54,0.29,0,0.83
183,03-06-2020,Madhya Pradesh,23,Western Region,6.2,5.5,0.2,11.9
184,03-06-2020,Maharashtra,27,Western Region,38.9,3.2,0,42.1
185,03-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
186,03-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
187,03-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
188,03-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
189,03-06-2020,Odisha,21,Eastern Region,0,0,1.36,1.36
190,03-06-2020,Puducherry,34,Southern Region,0,0,0,0
191,03-06-2020,Punjab,3,Northern Region,0,3.55,3.32,6.87
192,03-06-2020,Rajasthan,8,Northern Region,13.23,15.1,4.1,32.43
193,03-06-2020,Sikkim,11,Eastern Region,0,0,0,0
194,03-06-2020,Tamil Nadu,33,Southern Region,37.09,18.2,0,55.29
195,03-06-2020,Telangana,36,Southern Region,0.86,17.99,0,18.85
196,03-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
197,03-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
198,03-06-2020,Uttar Pradesh,9,Northern Region,0,0.3,4.8,5.1
199,03-06-2020,Uttarakhand,5,Northern Region,0,0.79,0.13,0.92
200,03-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
201,04-06-2020,Andhra Pradesh,28,Southern Region,37.19,7.24,0,44.43
202,04-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
203,04-06-2020,Assam,18,North-Eastern Region,0,0,0,0
204,04-06-2020,Bihar,10,Eastern Region,0,0,0.32,0.32
205,04-06-2020,Chandigarh,4,Northern Region,0,0,0,0
206,04-06-2020,Chhattisgarh,22,Western Region,0,0.2,0,0.2
207,04-06-2020,Delhi,7,Northern Region,0,0,0.71,0.71
208,04-06-2020,Goa,30,Western Region,0,0,0,0
209,04-06-2020,Gujarat,24,Western Region,23.8,10.4,0.3,34.5
210,04-06-2020,Haryana,6,Northern Region,0,0.11,0.43,0.54
211,04-06-2020,Himachal Pradesh,2,Northern Region,0,0,11.09,11.09
212,04-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
213,04-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
214,04-06-2020,Karnataka,29,Southern Region,37.14,23.16,4.27,64.57
215,04-06-2020,Kerala,32,Southern Region,0.51,0.27,0,0.78
216,04-06-2020,Madhya Pradesh,23,Western Region,12,4.2,0,16.2
217,04-06-2020,Maharashtra,27,Western Region,30,5.9,0,35.9
218,04-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
219,04-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
220,04-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
221,04-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
222,04-06-2020,Odisha,21,Eastern Region,0,0,1.37,1.37
223,04-06-2020,Puducherry,34,Southern Region,0,0,0,0
224,04-06-2020,Punjab,3,Northern Region,0,3.23,3.32,6.55
225,04-06-2020,Rajasthan,8,Northern Region,3.44,16.68,4.35,24.47
226,04-06-2020,Sikkim,11,Eastern Region,0,0,0,0
227,04-06-2020,Tamil Nadu,33,Southern Region,35.57,18.19,0,53.76
228,04-06-2020,Telangana,36,Southern Region,1.45,17.08,0,18.53
229,04-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
230,04-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
231,04-06-2020,Uttar Pradesh,9,Northern Region,0,0.2,4.8,5
232,04-06-2020,Uttarakhand,5,Northern Region,0,0.56,0.04,0.6
233,04-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
234,05-06-2020,All India,99,None,212.85,114.31,33.82,360.98
235,05-06-2020,Andhra Pradesh,28,Southern Region,29.37,10.39,0,39.76
236,05-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
237,05-06-2020,Assam,18,North-Eastern Region,0,0,0,0
238,05-06-2020,Bihar,10,Eastern Region,0,0,0.37,0.37
239,05-06-2020,Chandigarh,4,Northern Region,0,0,0,0
240,05-06-2020,Chhattisgarh,22,Western Region,0,0,0,0
241,05-06-2020,Delhi,7,Northern Region,0,0,0.53,0.53
242,05-06-2020,Goa,30,Western Region,0,0,0,0
243,05-06-2020,Gujarat,24,Western Region,33,10.6,0.3,43.9
244,05-06-2020,Haryana,6,Northern Region,0,0.14,0.45,0.59
245,05-06-2020,Himachal Pradesh,2,Northern Region,0,0,11.24,11.24
246,05-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
247,05-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
248,05-06-2020,Karnataka,29,Southern Region,35.91,26.21,4.02,66.14
249,05-06-2020,Kerala,32,Southern Region,0.41,0.37,0,0.78
250,05-06-2020,Madhya Pradesh,23,Western Region,10.7,6.3,0,17
251,05-06-2020,Maharashtra,27,Western Region,30,6.7,0,36.7
252,05-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
253,05-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
254,05-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
255,05-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
256,05-06-2020,Odisha,21,Eastern Region,0,0,1.39,1.39
257,05-06-2020,Puducherry,34,Southern Region,0,0,0,0
258,05-06-2020,Punjab,3,Northern Region,0,3.2,3.32,6.52
259,05-06-2020,Rajasthan,8,Northern Region,29.71,10.89,4.52,45.12
260,05-06-2020,Sikkim,11,Eastern Region,0,0,0,0
261,05-06-2020,Tamil Nadu,33,Southern Region,42.72,17.17,0,59.89
262,05-06-2020,Telangana,36,Southern Region,1.03,21.31,0,22.34
263,05-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
264,05-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
265,05-06-2020,Uttar Pradesh,9,Northern Region,0,0.4,4.8,5.2
266,05-06-2020,Uttarakhand,5,Northern Region,0,0.63,0,0.63
267,05-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
268,06-06-2020,All India,99,None,225.64,124.47,33.4,383.51
269,06-06-2020,Andhra Pradesh,28,Southern Region,38.61,10.09,0,48.7
270,06-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
271,06-06-2020,Assam,18,North-Eastern Region,0,0,0,0
272,06-06-2020,Bihar,10,Eastern Region,0,0,0.52,0.52
273,06-06-2020,Chandigarh,4,Northern Region,0,0,0,0
274,06-06-2020,Chhattisgarh,22,Western Region,0,0.1,0,0.1
275,06-06-2020,Delhi,7,Northern Region,0,0,0,0
276,06-06-2020,Goa,30,Western Region,0,0,0,0
277,06-06-2020,Gujarat,24,Western Region,37.4,10.5,0.3,48.2
278,06-06-2020,Haryana,6,Northern Region,0,0.16,0.5,0.66
279,06-06-2020,Himachal Pradesh,2,Northern Region,0,0.04,11.39,11.43
280,06-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
281,06-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
282,06-06-2020,Karnataka,29,Southern Region,37.58,25.94,4.15,67.67
283,06-06-2020,Kerala,32,Southern Region,0.62,0.32,0,0.94
284,06-06-2020,Madhya Pradesh,23,Western Region,12.9,7.3,0,20.2
285,06-06-2020,Maharashtra,27,Western Region,32.3,6.9,0,39.2
286,06-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
287,06-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
288,06-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
289,06-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
290,06-06-2020,Odisha,21,Eastern Region,0,0,1.37,1.37
291,06-06-2020,Puducherry,34,Southern Region,0,0,0,0
292,06-06-2020,Punjab,3,Northern Region,0,3.3,3.32,6.62
293,06-06-2020,Rajasthan,8,Northern Region,10.72,17.26,4.17,32.15
294,06-06-2020,Sikkim,11,Eastern Region,0,0,0,0
295,06-06-2020,Tamil Nadu,33,Southern Region,54.56,14.81,0,69.37
296,06-06-2020,Telangana,36,Southern Region,0.95,21.63,0,22.58
297,06-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
298,06-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
299,06-06-2020,Uttar Pradesh,9,Northern Region,0,5.33,4.8,10.13
300,06-06-2020,Uttarakhand,5,Northern Region,0,0.79,0,0.79
301,06-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
302,07-06-2020,All India,99,None,234.88,115.96,33.02,383.86
303,07-06-2020,Andhra Pradesh,28,Southern Region,42.41,7.73,0,50.14
304,07-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
305,07-06-2020,Assam,18,North-Eastern Region,0,0,0,0
306,07-06-2020,Bihar,10,Eastern Region,0,0,0.65,0.65
307,07-06-2020,Chandigarh,4,Northern Region,0,0,0,0
308,07-06-2020,Chhattisgarh,22,Western Region,0,0.1,0,0.1
309,07-06-2020,Delhi,7,Northern Region,0,0,1.05,1.05
310,07-06-2020,Goa,30,Western Region,0,0,0,0
311,07-06-2020,Gujarat,24,Western Region,21.9,9.5,0.2,31.6
312,07-06-2020,Haryana,6,Northern Region,0,0.12,0.3,0.42
313,07-06-2020,Himachal Pradesh,2,Northern Region,0,0.06,11.33,11.39
314,07-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
315,07-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
316,07-06-2020,Karnataka,29,Southern Region,38.48,26.33,2.77,67.58
317,07-06-2020,Kerala,32,Southern Region,0.67,0.34,0,1.01
318,07-06-2020,Madhya Pradesh,23,Western Region,12.2,6.1,0,18.3
319,07-06-2020,Maharashtra,27,Western Region,30.8,6.9,0,37.7
320,07-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
321,07-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
322,07-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
323,07-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
324,07-06-2020,Odisha,21,Eastern Region,0,0,1.37,1.37
325,07-06-2020,Puducherry,34,Southern Region,0,0,0,0
326,07-06-2020,Punjab,3,Northern Region,0,3.19,3.32,6.51
327,07-06-2020,Rajasthan,8,Northern Region,20.47,17.86,4.35,42.68
328,07-06-2020,Sikkim,11,Eastern Region,0,0,0,0
329,07-06-2020,Tamil Nadu,33,Southern Region,66.88,11.36,0,78.24
330,07-06-2020,Telangana,36,Southern Region,1.07,20.58,0,21.65
331,07-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
332,07-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
333,07-06-2020,Uttar Pradesh,9,Northern Region,0,5.16,4.8,9.96
334,07-06-2020,Uttarakhand,5,Northern Region,0,0.63,0,0.63
335,07-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
336,08-06-2020,All India,99,None,234.68,128.29,33.24,396.21
337,08-06-2020,Andhra Pradesh,28,Southern Region,48.26,8.95,0,57.21
338,08-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
339,08-06-2020,Assam,18,North-Eastern Region,0,0,0,0
340,08-06-2020,Bihar,10,Eastern Region,0,0,0.66,0.66
341,08-06-2020,Chandigarh,4,Northern Region,0,0,0,0
342,08-06-2020,Chhattisgarh,22,Western Region,0,0.7,0,0.7
343,08-06-2020,Delhi,7,Northern Region,0,0,0.99,0.99
344,08-06-2020,Goa,30,Western Region,0,0,0,0
345,08-06-2020,Gujarat,24,Western Region,17.7,9.6,0.2,27.5
346,08-06-2020,Haryana,6,Northern Region,0,0.17,0.39,0.56
347,08-06-2020,Himachal Pradesh,2,Northern Region,0,0,11.54,11.54
348,08-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
349,08-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
350,08-06-2020,Karnataka,29,Southern Region,43.89,29.09,2.72,75.7
351,08-06-2020,Kerala,32,Southern Region,0.58,0.41,0,0.99
352,08-06-2020,Madhya Pradesh,23,Western Region,13.1,8.1,0,21.2
353,08-06-2020,Maharashtra,27,Western Region,30.7,6.8,0,37.5
354,08-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
355,08-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
356,08-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
357,08-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
358,08-06-2020,Odisha,21,Eastern Region,0,0,1.37,1.37
359,08-06-2020,Puducherry,34,Southern Region,0,0,0,0
360,08-06-2020,Punjab,3,Northern Region,0,3.67,3.32,6.99
361,08-06-2020,Rajasthan,8,Northern Region,18.82,18.06,4.45,41.33
362,08-06-2020,Sikkim,11,Eastern Region,0,0,0,0
363,08-06-2020,Tamil Nadu,33,Southern Region,60.41,16.25,0,76.66
364,08-06-2020,Telangana,36,Southern Region,1.22,19.91,0,21.13
365,08-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
366,08-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
367,08-06-2020,Uttar Pradesh,9,Northern Region,0,5.79,4.8,10.59
368,08-06-2020,Uttarakhand,5,Northern Region,0,0.79,0,0.79
369,08-06-2020,West Bengal,19,Eastern Region,0,0,2.8,2.8
370,09-06-2020,All India,99,None,235.83,129.03,29.79,394.65
371,09-06-2020,Andhra Pradesh,28,Southern Region,45.83,9.38,0,55.21
372,09-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
373,09-06-2020,Assam,18,North-Eastern Region,0,0,0,0
374,09-06-2020,Bihar,10,Eastern Region,0,0,0.6,0.6
375,09-06-2020,Chandigarh,4,Northern Region,0,0,0,0
376,09-06-2020,Chhattisgarh,22,Western Region,0,0.9,0,0.9
377,09-06-2020,Delhi,7,Northern Region,0,0,0.5,0.5
378,09-06-2020,Goa,30,Western Region,0,0,0,0
379,09-06-2020,Gujarat,24,Western Region,17.1,9.8,0.3,27.2
380,09-06-2020,Haryana,6,Northern Region,0,0.16,0.57,0.73
381,09-06-2020,Himachal Pradesh,2,Northern Region,0,0,11.75,11.75
382,09-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
383,09-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
384,09-06-2020,Karnataka,29,Southern Region,36.56,26.83,2.68,66.07
385,09-06-2020,Kerala,32,Southern Region,0.73,0.33,0,1.06
386,09-06-2020,Madhya Pradesh,23,Western Region,12.1,7.7,0,19.8
387,09-06-2020,Maharashtra,27,Western Region,25.2,7.3,0,32.5
