id,date,state_name,state_code,region,wind_energy,solar_energy,other_renewable_energy,total_renewable_energy
15858,16-09-2021,Assam,18,North-Eastern Region,0,0.07,0,0.07
15859,16-09-2021,Bihar,10,Eastern Region,0,0,0.48,0.48
15860,16-09-2021,Chandigarh,4,Northern Region,0,0,0,0
15861,16-09-2021,Chhattisgarh,22,Western Region,0,0.8,0,0.8
15862,16-09-2021,Delhi,7,Northern Region,0,0,1,1
15863,16-09-2021,Goa,30,Western Region,0,0,0,0
15864,16-09-2021,Gujarat,24,Western Region,15.5,12.4,0,27.9
15865,16-09-2021,Haryana,6,Northern Region,0,0.47,0.38,0.85
15866,16-09-2021,Himachal Pradesh,2,Northern Region,0,0,13.34,13.34
15867,16-09-2021,Jammu And Kashmir,1,Northern Region,0,0,0,0
15868,16-09-2021,Jharkhand,20,Eastern Region,0,0,0,0
15869,16-09-2021,Karnataka,29,Southern Region,31.17,26.71,11.26,69.14
15870,16-09-2021,Kerala,32,Southern Region,0.54,0.59,0,1.13
15871,16-09-2021,Ladakh,37,Northern Region,0,0,0,0
15872,16-09-2021,Madhya Pradesh,23,Western Region,15.3,5.2,0.7,21.2
15873,16-09-2021,Maharashtra,27,Western Region,35.6,6.7,0,42.3
15874,16-09-2021,Manipur,14,North-Eastern Region,0,0,0,0
15875,16-09-2021,Meghalaya,17,North-Eastern Region,0,0,0,0
15876,16-09-2021,Mizoram,15,North-Eastern Region,0,0,0,0
15877,16-09-2021,Nagaland,13,North-Eastern Region,0,0,0,0
15878,16-09-2021,Odisha,21,Eastern Region,0,0,1.23,1.23
15879,16-09-2021,Puducherry,34,Southern Region,0,0,0,0
15880,16-09-2021,Punjab,3,Northern Region,0,3.64,1.56,5.2
15881,16-09-2021,Rajasthan,8,Northern Region,7.08,22.3,0.59,29.97
15882,16-09-2021,Sikkim,11,Eastern Region,0,0,0,0
15883,16-09-2021,Tamil Nadu,33,Southern Region,62.03,16.5,0,78.53
15884,16-09-2021,Telangana,36,Southern Region,1.27,21.14,0,22.41
15885,16-09-2021,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
15886,16-09-2021,Tripura,16,North-Eastern Region,0,0.02,0,0.02
15887,16-09-2021,Uttar Pradesh,9,Northern Region,0,4.6,0,4.6
15888,16-09-2021,Uttarakhand,5,Northern Region,0,0.38,0,0.38
15889,16-09-2021,West Bengal,19,Eastern Region,0,0,2.64,2.64
15890,17-09-2021,All India,99,None,171.37,133.46,33.6,338.43
15891,17-09-2021,Andhra Pradesh,28,Southern Region,24.72,14.58,0,39.3
15892,17-09-2021,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
15893,17-09-2021,Assam,18,North-Eastern Region,0,0.18,0,0.18
15894,17-09-2021,Bihar,10,Eastern Region,0,0,0.34,0.34
15895,17-09-2021,Chandigarh,4,Northern Region,0,0,0,0
15896,17-09-2021,Chhattisgarh,22,Western Region,0,0.5,0,0.5
15897,17-09-2021,Delhi,7,Northern Region,0,0,0.8,0.8
15898,17-09-2021,Goa,30,Western Region,0,0,0,0
15899,17-09-2021,Gujarat,24,Western Region,20.1,12.7,0,32.8
15900,17-09-2021,Haryana,6,Northern Region,0,0.39,0.42,0.81
15901,17-09-2021,Himachal Pradesh,2,Northern Region,0,0,13.84,13.84
15902,17-09-2021,Jammu And Kashmir,1,Northern Region,0,0,0,0
15903,17-09-2021,Jharkhand,20,Eastern Region,0,0,0,0
15904,17-09-2021,Karnataka,29,Southern Region,27.56,29.18,11.47,68.21
15905,17-09-2021,Kerala,32,Southern Region,0.48,0.79,0,1.27
15906,17-09-2021,Ladakh,37,Northern Region,0,0,0,0
15907,17-09-2021,Madhya Pradesh,23,Western Region,26.6,4.1,0.7,31.4
15908,17-09-2021,Maharashtra,27,Western Region,30.4,6.2,0,36.6
15909,17-09-2021,Manipur,14,North-Eastern Region,0,0,0,0
15910,17-09-2021,Meghalaya,17,North-Eastern Region,0,0,0,0
15911,17-09-2021,Mizoram,15,North-Eastern Region,0,0,0,0
15912,17-09-2021,Nagaland,13,North-Eastern Region,0,0,0,0
15913,17-09-2021,Odisha,21,Eastern Region,0,0,1.41,1.41
15914,17-09-2021,Puducherry,34,Southern Region,0,0,0,0
15915,17-09-2021,Punjab,3,Northern Region,0,3,1.56,4.56
15916,17-09-2021,Rajasthan,8,Northern Region,10.57,19.4,0.42,30.39
15917,17-09-2021,Sikkim,11,Eastern Region,0,0,0,0
15918,17-09-2021,Tamil Nadu,33,Southern Region,30.07,15.9,0,45.97
15919,17-09-2021,Telangana,36,Southern Region,0.87,20.93,0,21.8
15920,17-09-2021,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
15921,17-09-2021,Tripura,16,North-Eastern Region,0,0.02,0,0.02
15922,17-09-2021,Uttar Pradesh,9,Northern Region,0,5,0,5
15923,17-09-2021,Uttarakhand,5,Northern Region,0,0.59,0,0.59
15924,17-09-2021,West Bengal,19,Eastern Region,0,0,2.64,2.64
15925,18-09-2021,All India,99,None,112.16,124.04,34.77,270.97
15926,18-09-2021,Andhra Pradesh,28,Southern Region,15.15,13.87,0,29.02
15927,18-09-2021,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
15928,18-09-2021,Assam,18,North-Eastern Region,0,0.14,0,0.14
15929,18-09-2021,Bihar,10,Eastern Region,0,0,0.4,0.4
15930,18-09-2021,Chandigarh,4,Northern Region,0,0,0,0
15931,18-09-2021,Chhattisgarh,22,Western Region,0,1.1,0,1.1
15932,18-09-2021,Delhi,7,Northern Region,0,0,0.8,0.8
15933,18-09-2021,Goa,30,Western Region,0,0,0,0
15934,18-09-2021,Gujarat,24,Western Region,10.9,10.2,0,21.1
15935,18-09-2021,Haryana,6,Northern Region,0,0.37,0.39,0.76
15936,18-09-2021,Himachal Pradesh,2,Northern Region,0,0,12.95,12.95
15937,18-09-2021,Jammu And Kashmir,1,Northern Region,0,0,0,0
15938,18-09-2021,Jharkhand,20,Eastern Region,0,0,0,0
15939,18-09-2021,Karnataka,29,Southern Region,21.5,27.71,13.43,62.64
15940,18-09-2021,Kerala,32,Southern Region,0.24,0.46,0,0.7
15941,18-09-2021,Ladakh,37,Northern Region,0,0,0,0
15942,18-09-2021,Madhya Pradesh,23,Western Region,19.3,2.1,0.8,22.2
15943,18-09-2021,Maharashtra,27,Western Region,26.1,7,0,33.1
15944,18-09-2021,Manipur,14,North-Eastern Region,0,0,0,0
15945,18-09-2021,Meghalaya,17,North-Eastern Region,0,0,0,0
15946,18-09-2021,Mizoram,15,North-Eastern Region,0,0,0,0
15947,18-09-2021,Nagaland,13,North-Eastern Region,0,0,0,0
15948,18-09-2021,Odisha,21,Eastern Region,0,0,1.47,1.47
15949,18-09-2021,Puducherry,34,Southern Region,0,0,0,0
15950,18-09-2021,Punjab,3,Northern Region,0,3.35,1.56,4.91
15951,18-09-2021,Rajasthan,8,Northern Region,6.3,19.96,0.33,26.59
15952,18-09-2021,Sikkim,11,Eastern Region,0,0,0,0
15953,18-09-2021,Tamil Nadu,33,Southern Region,12.31,13.9,0,26.21
15954,18-09-2021,Telangana,36,Southern Region,0.36,16.42,0,16.78
15955,18-09-2021,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
15956,18-09-2021,Tripura,16,North-Eastern Region,0,0.01,0,0.01
15957,18-09-2021,Uttar Pradesh,9,Northern Region,0,6.7,0,6.7
15958,18-09-2021,Uttarakhand,5,Northern Region,0,0.75,0,0.75
15959,18-09-2021,West Bengal,19,Eastern Region,0,0,2.64,2.64
15960,19-09-2021,All India,99,None,79.07,116.2,42.25,237.52
15961,19-09-2021,Andhra Pradesh,28,Southern Region,5.8,14.07,0,19.87
15962,19-09-2021,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
15963,19-09-2021,Assam,18,North-Eastern Region,0,0.23,0,0.23
15964,19-09-2021,Bihar,10,Eastern Region,0,0,1.3,1.3
15965,19-09-2021,Chandigarh,4,Northern Region,0,0,0,0
15966,19-09-2021,Chhattisgarh,22,Western Region,0,0.1,0,0.1
15967,19-09-2021,Delhi,7,Northern Region,0,0,0.84,0.84
15968,19-09-2021,Goa,30,Western Region,0,0,0,0
15969,19-09-2021,Gujarat,24,Western Region,14.7,12.6,0,27.3
15970,19-09-2021,Haryana,6,Northern Region,0,0.49,0.46,0.95
15971,19-09-2021,Himachal Pradesh,2,Northern Region,0,0,12.73,12.73
15972,19-09-2021,Jammu And Kashmir,1,Northern Region,0,0,0,0
15973,19-09-2021,Jharkhand,20,Eastern Region,0,0,0,0
15974,19-09-2021,Karnataka,29,Southern Region,15.1,15.56,20.82,51.48
15975,19-09-2021,Kerala,32,Southern Region,0.25,0.79,0,1.04
15976,19-09-2021,Ladakh,37,Northern Region,0,0,0,0
15977,19-09-2021,Madhya Pradesh,23,Western Region,13.2,4.1,0.8,18.1
15978,19-09-2021,Maharashtra,27,Western Region,15.5,7.7,0,23.2
15979,19-09-2021,Manipur,14,North-Eastern Region,0,0,0,0
15980,19-09-2021,Meghalaya,17,North-Eastern Region,0,0,0,0
15981,19-09-2021,Mizoram,15,North-Eastern Region,0,0,0,0
15982,19-09-2021,Nagaland,13,North-Eastern Region,0,0,0,0
15983,19-09-2021,Odisha,21,Eastern Region,0,0,0.65,0.65
15984,19-09-2021,Puducherry,34,Southern Region,0,0,0,0
15985,19-09-2021,Punjab,3,Northern Region,0,3.19,1.56,4.75
15986,19-09-2021,Rajasthan,8,Northern Region,6.21,13.8,0.42,20.43
15987,19-09-2021,Sikkim,11,Eastern Region,0,0,0,0
15988,19-09-2021,Tamil Nadu,33,Southern Region,8.17,15.4,0,23.57
15989,19-09-2021,Telangana,36,Southern Region,0.14,17.65,0,17.79
15990,19-09-2021,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
15991,19-09-2021,Tripura,16,North-Eastern Region,0,0.01,0,0.01
15992,19-09-2021,Uttar Pradesh,9,Northern Region,0,9.9,0,9.9
15993,19-09-2021,Uttarakhand,5,Northern Region,0,0.61,0,0.61
15994,19-09-2021,West Bengal,19,Eastern Region,0,0,2.67,2.67
15995,20-09-2021,All India,99,None,104.09,120.6,28.76,253.45
15996,20-09-2021,Andhra Pradesh,28,Southern Region,13.37,13.97,0,27.34
15997,20-09-2021,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
15998,20-09-2021,Assam,18,North-Eastern Region,0,0.25,0,0.25
15999,20-09-2021,Bihar,10,Eastern Region,0,0,0.57,0.57
16000,20-09-2021,Chandigarh,4,Northern Region,0,0,0,0
16001,20-09-2021,Chhattisgarh,22,Western Region,0,0.1,0,0.1
16002,20-09-2021,Delhi,7,Northern Region,0,0,0.96,0.96
16003,20-09-2021,Goa,30,Western Region,0,0,0,0
16004,20-09-2021,Gujarat,24,Western Region,27.4,12.3,0,39.7
16005,20-09-2021,Haryana,6,Northern Region,0,0.45,0.46,0.91
16006,20-09-2021,Himachal Pradesh,2,Northern Region,0,0,12,12
16007,20-09-2021,Jammu And Kashmir,1,Northern Region,0,0,0,0
16008,20-09-2021,Jharkhand,20,Eastern Region,0,0,0,0
16009,20-09-2021,Karnataka,29,Southern Region,17.09,25.12,8.42,50.63
16010,20-09-2021,Kerala,32,Southern Region,0.26,0.72,0,0.98
16011,20-09-2021,Ladakh,37,Northern Region,0,0,0,0
16012,20-09-2021,Madhya Pradesh,23,Western Region,7.9,3.4,0.6,11.9
16013,20-09-2021,Maharashtra,27,Western Region,16.4,6.4,0,22.8
16014,20-09-2021,Manipur,14,North-Eastern Region,0,0,0,0
16015,20-09-2021,Meghalaya,17,North-Eastern Region,0,0,0,0
16016,20-09-2021,Mizoram,15,North-Eastern Region,0,0,0,0
16017,20-09-2021,Nagaland,13,North-Eastern Region,0,0,0,0
16018,20-09-2021,Odisha,21,Eastern Region,0,0,1.27,1.27
16019,20-09-2021,Puducherry,34,Southern Region,0,0,0,0
16020,20-09-2021,Punjab,3,Northern Region,0,3.42,1.56,4.98
16021,20-09-2021,Rajasthan,8,Northern Region,9.96,14.19,0.28,24.43
16022,20-09-2021,Sikkim,11,Eastern Region,0,0,0,0
16023,20-09-2021,Tamil Nadu,33,Southern Region,11.47,15.9,0,27.37
16024,20-09-2021,Telangana,36,Southern Region,0.24,14.54,0,14.78
16025,20-09-2021,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
16026,20-09-2021,Tripura,16,North-Eastern Region,0,0.01,0,0.01
16027,20-09-2021,Uttar Pradesh,9,Northern Region,0,9.2,0,9.2
16028,20-09-2021,Uttarakhand,5,Northern Region,0,0.63,0,0.63
16029,20-09-2021,West Bengal,19,Eastern Region,0,0,2.64,2.64
16030,21-09-2021,All India,99,None,174.18,109.28,29.51,312.97
16031,21-09-2021,Andhra Pradesh,28,Southern Region,24.71,10.47,0,35.18
16032,21-09-2021,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
16033,21-09-2021,Assam,18,North-Eastern Region,0,0.23,0,0.23
16034,21-09-2021,Bihar,10,Eastern Region,0,0,0.58,0.58
16035,21-09-2021,Chandigarh,4,Northern Region,0,0,0,0
16036,21-09-2021,Chhattisgarh,22,Western Region,0,0.9,0,0.9
16037,21-09-2021,Delhi,7,Northern Region,0,0,0.51,0.51
16038,21-09-2021,Goa,30,Western Region,0,0,0,0
16039,21-09-2021,Gujarat,24,Western Region,49.4,11.7,0,61.1
16040,21-09-2021,Haryana,6,Northern Region,0,0.25,0.35,0.6
16041,21-09-2021,Himachal Pradesh,2,Northern Region,0,0.02,13.2,13.22
16042,21-09-2021,Jammu And Kashmir,1,Northern Region,0,0,0,0
16043,21-09-2021,Jharkhand,20,Eastern Region,0,0,0,0
16044,21-09-2021,Karnataka,29,Southern Region,20.21,20.16,8.44,48.81
16045,21-09-2021,Kerala,32,Southern Region,0.57,0.75,0,1.32
16046,21-09-2021,Ladakh,37,Northern Region,0,0,0,0
16047,21-09-2021,Madhya Pradesh,23,Western Region,5.7,5.4,0.6,11.7
16048,21-09-2021,Maharashtra,27,Western Region,18.9,5.1,0,24
16049,21-09-2021,Manipur,14,North-Eastern Region,0,0,0,0
16050,21-09-2021,Meghalaya,17,North-Eastern Region,0,0,0,0
16051,21-09-2021,Mizoram,15,North-Eastern Region,0,0,0,0
16052,21-09-2021,Nagaland,13,North-Eastern Region,0,0,0,0
16053,21-09-2021,Odisha,21,Eastern Region,0,0,1.3,1.3
16054,21-09-2021,Puducherry,34,Southern Region,0,0,0,0
16055,21-09-2021,Punjab,3,Northern Region,0,1.95,1.56,3.51
16056,21-09-2021,Rajasthan,8,Northern Region,6.25,9.2,0.33,15.78
16057,21-09-2021,Sikkim,11,Eastern Region,0,0,0,0
16058,21-09-2021,Tamil Nadu,33,Southern Region,47.88,19.8,0,67.68
16059,21-09-2021,Telangana,36,Southern Region,0.56,14.32,0,14.88
16060,21-09-2021,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
16061,21-09-2021,Tripura,16,North-Eastern Region,0,0.01,0,0.01
16062,21-09-2021,Uttar Pradesh,9,Northern Region,0,8.4,0,8.4
16063,21-09-2021,Uttarakhand,5,Northern Region,0,0.62,0,0.62
16064,21-09-2021,West Bengal,19,Eastern Region,0,0,2.64,2.64
16065,22-09-2021,All India,99,None,160.81,114.46,32.11,307.38
16066,22-09-2021,Andhra Pradesh,28,Southern Region,28,10.91,0,38.91
16067,22-09-2021,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
16068,22-09-2021,Assam,18,North-Eastern Region,0,0.25,0,0.25
16069,22-09-2021,Bihar,10,Eastern Region,0,0,0.45,0.45
16070,22-09-2021,Chandigarh,4,Northern Region,0,0,0,0
16071,22-09-2021,Chhattisgarh,22,Western Region,0,0.1,0,0.1
16072,22-09-2021,Delhi,7,Northern Region,0,0,0.52,0.52
16073,22-09-2021,Goa,30,Western Region,0,0,0,0
16074,22-09-2021,Gujarat,24,Western Region,42.5,13.7,0,56.2
16075,22-09-2021,Haryana,6,Northern Region,0,0.12,0.41,0.53
16076,22-09-2021,Himachal Pradesh,2,Northern Region,0,0.03,12.64,12.67
16077,22-09-2021,Jammu And Kashmir,1,Northern Region,0,0,0,0
16078,22-09-2021,Jharkhand,20,Eastern Region,0,0,0,0
16079,22-09-2021,Karnataka,29,Southern Region,27.66,20.25,11.6,59.51
16080,22-09-2021,Kerala,32,Southern Region,0.52,0.58,0,1.1
16081,22-09-2021,Ladakh,37,Northern Region,0,0,0,0
16082,22-09-2021,Madhya Pradesh,23,Western Region,3.7,6.5,0.6,10.8
16083,22-09-2021,Maharashtra,27,Western Region,17.9,5.7,0,23.6
16084,22-09-2021,Manipur,14,North-Eastern Region,0,0,0,0
16085,22-09-2021,Meghalaya,17,North-Eastern Region,0,0,0,0
16086,22-09-2021,Mizoram,15,North-Eastern Region,0,0,0,0
16087,22-09-2021,Nagaland,13,North-Eastern Region,0,0,0,0
16088,22-09-2021,Odisha,21,Eastern Region,0,0,1.36,1.36
16089,22-09-2021,Puducherry,34,Southern Region,0,0,0,0
16090,22-09-2021,Punjab,3,Northern Region,0,1.54,1.56,3.1
16091,22-09-2021,Rajasthan,8,Northern Region,4.27,13.12,0.33,17.72
16092,22-09-2021,Sikkim,11,Eastern Region,0,0,0,0
16093,22-09-2021,Tamil Nadu,33,Southern Region,35.55,20.7,0,56.25
16094,22-09-2021,Telangana,36,Southern Region,0.71,11.92,0,12.63
16095,22-09-2021,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
16096,22-09-2021,Tripura,16,North-Eastern Region,0,0.02,0,0.02
16097,22-09-2021,Uttar Pradesh,9,Northern Region,0,8.7,0,8.7
16098,22-09-2021,Uttarakhand,5,Northern Region,0,0.32,0,0.32
16099,22-09-2021,West Bengal,19,Eastern Region,0,0,2.64,2.64
16100,23-09-2021,All India,99,None,139.08,111.35,30.98,281.41
16101,23-09-2021,Andhra Pradesh,28,Southern Region,27.92,10.72,0,38.64
16102,23-09-2021,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
16103,23-09-2021,Assam,18,North-Eastern Region,0,0.28,0,0.28
16104,23-09-2021,Bihar,10,Eastern Region,0,0,0.47,0.47
16105,23-09-2021,Chandigarh,4,Northern Region,0,0,0,0
16106,23-09-2021,Chhattisgarh,22,Western Region,0,0.7,0,0.7
16107,23-09-2021,Delhi,7,Northern Region,0,0,1.03,1.03
16108,23-09-2021,Goa,30,Western Region,0,0,0,0
16109,23-09-2021,Gujarat,24,Western Region,24,9.7,0,33.7
16110,23-09-2021,Haryana,6,Northern Region,0,0.35,0.45,0.8
16111,23-09-2021,Himachal Pradesh,2,Northern Region,0,0.01,12.48,12.49
16112,23-09-2021,Jammu And Kashmir,1,Northern Region,0,0,0,0
16113,23-09-2021,Jharkhand,20,Eastern Region,0,0,0,0
16114,23-09-2021,Karnataka,29,Southern Region,25.46,19.65,9.83,54.94
16115,23-09-2021,Kerala,32,Southern Region,0.57,0.72,0,1.29
16116,23-09-2021,Ladakh,37,Northern Region,0,0,0,0
16117,23-09-2021,Madhya Pradesh,23,Western Region,2.1,6.7,0.6,9.4
16118,23-09-2021,Maharashtra,27,Western Region,13.4,5.3,0,18.7
16119,23-09-2021,Manipur,14,North-Eastern Region,0,0,0,0
16120,23-09-2021,Meghalaya,17,North-Eastern Region,0,0,0,0
16121,23-09-2021,Mizoram,15,North-Eastern Region,0,0,0,0
16122,23-09-2021,Nagaland,13,North-Eastern Region,0,0,0,0
16123,23-09-2021,Odisha,21,Eastern Region,0,0,1.45,1.45
16124,23-09-2021,Puducherry,34,Southern Region,0,0,0,0
16125,23-09-2021,Punjab,3,Northern Region,0,1.42,1.56,2.98
16126,23-09-2021,Rajasthan,8,Northern Region,3.95,13.02,0.47,17.44
16127,23-09-2021,Sikkim,11,Eastern Region,0,0,0,0
16128,23-09-2021,Tamil Nadu,33,Southern Region,41.29,20.3,0,61.59
16129,23-09-2021,Telangana,36,Southern Region,0.39,13.63,0,14.02
16130,23-09-2021,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
16131,23-09-2021,Tripura,16,North-Eastern Region,0,0.02,0,0.02
16132,23-09-2021,Uttar Pradesh,9,Northern Region,0,8.4,0,8.4
16133,23-09-2021,Uttarakhand,5,Northern Region,0,0.43,0,0.43
16134,23-09-2021,West Bengal,19,Eastern Region,0,0,2.64,2.64
16135,24-09-2021,All India,99,None,76.56,120.43,29.57,226.56
16136,24-09-2021,Andhra Pradesh,28,Southern Region,13.75,10.8,0,24.55
16137,24-09-2021,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
16138,24-09-2021,Assam,18,North-Eastern Region,0,0.28,0,0.28
16139,24-09-2021,Bihar,10,Eastern Region,0,0,0.57,0.57
16140,24-09-2021,Chandigarh,4,Northern Region,0,0,0,0
16141,24-09-2021,Chhattisgarh,22,Western Region,0,0.9,0,0.9
16142,24-09-2021,Delhi,7,Northern Region,0,0,1.03,1.03
16143,24-09-2021,Goa,30,Western Region,0,0,0,0
16144,24-09-2021,Gujarat,24,Western Region,9.6,13.8,0,23.4
16145,24-09-2021,Haryana,6,Northern Region,0,0.42,0.47,0.89
16146,24-09-2021,Himachal Pradesh,2,Northern Region,0,0.09,12.42,12.51
16147,24-09-2021,Jammu And Kashmir,1,Northern Region,0,0,0,0
16148,24-09-2021,Jharkhand,20,Eastern Region,0,0,0,0
16149,24-09-2021,Karnataka,29,Southern Region,13.01,22.1,8.32,43.43
16150,24-09-2021,Kerala,32,Southern Region,0.34,0.68,0,1.02
16151,24-09-2021,Ladakh,37,Northern Region,0,0,0,0
16152,24-09-2021,Madhya Pradesh,23,Western Region,3.7,7.1,0.6,11.4
16153,24-09-2021,Maharashtra,27,Western Region,8.3,6.1,0,14.4
16154,24-09-2021,Manipur,14,North-Eastern Region,0,0,0,0
16155,24-09-2021,Meghalaya,17,North-Eastern Region,0,0,0,0
16156,24-09-2021,Mizoram,15,North-Eastern Region,0,0,0,0
16157,24-09-2021,Nagaland,13,North-Eastern Region,0,0,0,0
16158,24-09-2021,Odisha,21,Eastern Region,0,0,1.47,1.47
16159,24-09-2021,Puducherry,34,Southern Region,0,0,0,0
16160,24-09-2021,Punjab,3,Northern Region,0,2.62,1.56,4.18
16161,24-09-2021,Rajasthan,8,Northern Region,6.52,11.11,0.49,18.12
16162,24-09-2021,Sikkim,11,Eastern Region,0,0,0,0
16163,24-09-2021,Tamil Nadu,33,Southern Region,20.94,20.4,0,41.34
16164,24-09-2021,Telangana,36,Southern Region,0.4,17.18,0,17.58
16165,24-09-2021,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
16166,24-09-2021,Tripura,16,North-Eastern Region,0,0.02,0,0.02
16167,24-09-2021,Uttar Pradesh,9,Northern Region,0,6.2,0,6.2
16168,24-09-2021,Uttarakhand,5,Northern Region,0,0.63,0,0.63
16169,24-09-2021,West Bengal,19,Eastern Region,0,0,2.64,2.64
16170,25-09-2021,All India,99,None,131.92,129.87,31.68,293.47
16171,25-09-2021,Andhra Pradesh,28,Southern Region,20.76,11.68,0,32.44
16172,25-09-2021,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
16173,25-09-2021,Assam,18,North-Eastern Region,0,0.31,0,0.31
16174,25-09-2021,Bihar,10,Eastern Region,0,0,0.64,0.64
16175,25-09-2021,Chandigarh,4,Northern Region,0,0,0,0
16176,25-09-2021,Chhattisgarh,22,Western Region,0,0.6,0,0.6
16177,25-09-2021,Delhi,7,Northern Region,0,0,1.02,1.02
16178,25-09-2021,Goa,30,Western Region,0,0,0,0
16179,25-09-2021,Gujarat,24,Western Region,14.2,14.8,0,29
16180,25-09-2021,Haryana,6,Northern Region,0,0.46,0.38,0.84
16181,25-09-2021,Himachal Pradesh,2,Northern Region,0,0.08,12.32,12.4
16182,25-09-2021,Jammu And Kashmir,1,Northern Region,0,0,0,0
16183,25-09-2021,Jharkhand,20,Eastern Region,0,0,0,0
16184,25-09-2021,Karnataka,29,Southern Region,20.09,23.61,10.56,54.26
16185,25-09-2021,Kerala,32,Southern Region,0.58,1.04,0,1.62
16186,25-09-2021,Ladakh,37,Northern Region,0,0,0,0
16187,25-09-2021,Madhya Pradesh,23,Western Region,8.1,4.9,0.6,13.6
16188,25-09-2021,Maharashtra,27,Western Region,12.6,5.2,0,17.8
16189,25-09-2021,Manipur,14,North-Eastern Region,0,0,0,0
16190,25-09-2021,Meghalaya,17,North-Eastern Region,0,0,0,0
16191,25-09-2021,Mizoram,15,North-Eastern Region,0,0,0,0
16192,25-09-2021,Nagaland,13,North-Eastern Region,0,0,0,0
16193,25-09-2021,Odisha,21,Eastern Region,0,0,1.48,1.48
16194,25-09-2021,Puducherry,34,Southern Region,0,0,0,0
16195,25-09-2021,Punjab,3,Northern Region,0,2.95,1.56,4.51
16196,25-09-2021,Rajasthan,8,Northern Region,1.94,19.58,0.48,22
16197,25-09-2021,Sikkim,11,Eastern Region,0,0,0,0
16198,25-09-2021,Tamil Nadu,33,Southern Region,53.26,20.9,0,74.16
16199,25-09-2021,Telangana,36,Southern Region,0.39,17.06,0,17.45
16200,25-09-2021,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
16201,25-09-2021,Tripura,16,North-Eastern Region,0,0.02,0,0.02
16202,25-09-2021,Uttar Pradesh,9,Northern Region,0,6,0,6
16203,25-09-2021,Uttarakhand,5,Northern Region,0,0.68,0,0.68
16204,25-09-2021,West Bengal,19,Eastern Region,0,0,2.64,2.64
16205,26-09-2021,All India,99,None,122.78,117.11,31.51,271.4
16206,26-09-2021,Andhra Pradesh,28,Southern Region,24.32,10.84,0,35.16
16207,26-09-2021,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
16208,26-09-2021,Assam,18,North-Eastern Region,0,0.31,0,0.31
16209,26-09-2021,Bihar,10,Eastern Region,0,0,0.48,0.48
16210,26-09-2021,Chandigarh,4,Northern Region,0,0,0,0
16211,26-09-2021,Chhattisgarh,22,Western Region,0,1.1,0,1.1
16212,26-09-2021,Delhi,7,Northern Region,0,0,0,0
16213,26-09-2021,Goa,30,Western Region,0,0,0,0
16214,26-09-2021,Gujarat,24,Western Region,7.1,12.4,0,19.5
16215,26-09-2021,Haryana,6,Northern Region,0,0.44,0.33,0.77
16216,26-09-2021,Himachal Pradesh,2,Northern Region,0,0,11.39,11.39
16217,26-09-2021,Jammu And Kashmir,1,Northern Region,0,0,0,0
16218,26-09-2021,Jharkhand,20,Eastern Region,0,0,0,0
16219,26-09-2021,Karnataka,29,Southern Region,17.58,20.8,12.48,50.86
16220,26-09-2021,Kerala,32,Southern Region,0.6,0.63,0,1.23
16221,26-09-2021,Ladakh,37,Northern Region,0,0,0,0
16222,26-09-2021,Madhya Pradesh,23,Western Region,3.1,4.6,0.8,8.5
16223,26-09-2021,Maharashtra,27,Western Region,11.3,4.9,0,16.2
16224,26-09-2021,Manipur,14,North-Eastern Region,0,0,0,0
16225,26-09-2021,Meghalaya,17,North-Eastern Region,0,0,0,0
16226,26-09-2021,Mizoram,15,North-Eastern Region,0,0,0,0
16227,26-09-2021,Nagaland,13,North-Eastern Region,0,0,0,0
16228,26-09-2021,Odisha,21,Eastern Region,0,0,1.35,1.35
16229,26-09-2021,Puducherry,34,Southern Region,0,0,0,0
16230,26-09-2021,Punjab,3,Northern Region,0,2.96,1.56,4.52
16231,26-09-2021,Rajasthan,8,Northern Region,2.6,20.13,0.48,23.21
16232,26-09-2021,Sikkim,11,Eastern Region,0,0,0,0
16233,26-09-2021,Tamil Nadu,33,Southern Region,55.56,16.3,0,71.86
16234,26-09-2021,Telangana,36,Southern Region,0.62,13.45,0,14.07
